Id,PostId,Score,CreationDate,UserId
122,224,0,2010-07-20 06:32:54,128
123,223,0,2010-07-20 06:42:40,199
124,25,0,2010-07-20 06:57:11,69
126,167,0,2010-07-20 07:32:47,144
127,223,0,2010-07-20 07:48:49,79
128,118,2,2010-07-20 07:59:54,196
129,10,2,2010-07-20 08:03:30,196
130,240,0,2010-07-20 08:12:10,159
132,241,0,2010-07-20 08:14:21,159
136,229,0,2010-07-20 08:45:52,196
137,242,0,2010-07-20 08:56:46,87
138,134,2,2010-07-20 09:04:20,87
139,250,1,2010-07-20 09:04:48,88
140,189,0,2010-07-20 09:39:03,214
141,261,0,2010-07-20 09:59:57,217
142,263,0,2010-07-20 10:01:17,217
143,261,4,2010-07-20 10:02:05,159
144,263,0,2010-07-20 10:11:50,190
145,263,0,2010-07-20 10:19:14,217
146,262,0,2010-07-20 10:19:47,217
147,254,0,2010-07-20 10:33:59,213
148,250,0,2010-07-20 10:48:05,171
149,257,2,2010-07-20 10:51:44,107
150,263,0,2010-07-20 10:52:57,190
151,261,1,2010-07-20 10:53:25,107
152,261,12,2010-07-20 11:07:42,159
154,267,0,2010-07-20 11:14:06,88
155,163,0,2010-07-20 11:14:55,62
156,254,0,2010-07-20 11:21:08,213
157,274,0,2010-07-20 11:36:16,62
158,274,0,2010-07-20 12:03:37,90
159,278,1,2010-07-20 12:40:15,56
160,263,3,2010-07-20 12:49:37,56
162,213,1,2010-07-20 13:06:49,5
163,298,1,2010-07-20 13:14:06,56
164,298,7,2010-07-20 13:24:23,5
165,274,0,2010-07-20 13:42:11,62
168,249,3,2010-07-20 14:17:12,8
170,163,1,2010-07-20 14:38:40,81
171,262,0,2010-07-20 14:38:52,22
172,119,4,2010-07-20 14:40:02,217
173,244,0,2010-07-20 14:40:51,22
174,9,3,2010-07-20 14:44:45,229
175,163,0,2010-07-20 14:44:49,62
176,301,0,2010-07-20 14:50:05,88
177,309,4,2010-07-20 14:51:13,71
178,163,2,2010-07-20 14:51:44,81
179,232,0,2010-07-20 14:54:06,22
180,310,0,2010-07-20 14:54:19,62
182,220,0,2010-07-20 15:01:21,
183,10,2,2010-07-20 15:06:18,24
185,313,0,2010-07-20 15:21:27,62
186,224,4,2010-07-20 15:30:58,5
188,304,1,2010-07-20 15:54:34,220
189,301,0,2010-07-20 16:00:09,8
190,99,0,2010-07-20 16:02:04,22
191,316,0,2010-07-20 16:02:52,22
192,307,8,2010-07-20 16:03:44,8
193,321,0,2010-07-20 16:03:59,5
195,138,6,2010-07-20 16:06:54,3807
196,323,0,2010-07-20 16:12:38,5
197,114,3,2010-07-20 16:13:35,3807
198,285,0,2010-07-20 16:19:56,22
199,60,0,2010-07-20 16:22:43,22
200,323,10,2010-07-20 16:22:54,3807
201,268,0,2010-07-20 16:23:45,22
202,254,0,2010-07-20 16:38:50,213
205,307,0,2010-07-20 17:00:03,229
206,43,0,2010-07-20 17:06:12,74
209,321,0,2010-07-20 17:11:25,88
211,333,1,2010-07-20 17:20:49,5
213,333,1,2010-07-20 17:55:23,74
214,86,0,2010-07-20 18:00:44,13
215,134,0,2010-07-20 18:15:39,13
216,127,4,2010-07-20 19:12:45,247
217,321,0,2010-07-20 19:24:06,220
218,306,0,2010-07-20 20:13:46,71
219,7,0,2010-07-20 20:51:13,38
220,310,1,2010-07-20 21:31:03,90
221,310,0,2010-07-20 21:33:48,90
222,302,0,2010-07-20 21:37:31,90
223,313,0,2010-07-20 22:00:38,226
224,337,0,2010-07-20 22:31:17,3807
226,337,1,2010-07-20 23:17:28,88
227,302,0,2010-07-20 23:48:55,196
228,358,1,2010-07-21 00:04:53,3807
229,10,1,2010-07-21 00:07:20,196
230,360,1,2010-07-21 00:11:05,71
231,360,1,2010-07-21 00:15:26,71
232,358,0,2010-07-21 00:21:35,88
234,135,3,2010-07-21 00:23:25,196
235,10,1,2010-07-21 00:26:48,196
236,310,0,2010-07-21 00:28:39,
237,310,0,2010-07-21 00:42:20,90
239,217,0,2010-07-21 01:39:03,191
240,134,0,2010-07-21 02:58:14,174
241,227,0,2010-07-21 03:17:32,191
242,234,0,2010-07-21 03:18:06,191
243,226,0,2010-07-21 03:31:11,191
244,287,1,2010-07-21 03:52:40,
245,30,0,2010-07-21 05:09:44,68
246,215,0,2010-07-21 05:40:47,173
247,372,2,2010-07-21 06:11:42,190
249,375,2,2010-07-21 06:16:52,56
250,368,0,2010-07-21 06:17:05,190
252,215,0,2010-07-21 06:57:31,223
253,372,1,2010-07-21 07:46:57,252
254,372,1,2010-07-21 07:56:08,253
255,372,0,2010-07-21 08:05:44,252
256,113,0,2010-07-21 08:30:20,223
257,385,1,2010-07-21 08:45:38,88
258,372,0,2010-07-21 09:40:14,5
261,368,0,2010-07-21 10:44:25,
262,344,1,2010-07-21 10:57:06,217
263,344,0,2010-07-21 11:05:37,88
264,395,1,2010-07-21 11:20:20,88
265,386,0,2010-07-21 11:58:10,56
266,386,1,2010-07-21 12:07:43,223
267,154,3,2010-07-21 12:20:54,6
268,293,2,2010-07-21 12:35:24,46
269,192,3,2010-07-21 12:35:50,46
270,262,1,2010-07-21 12:39:58,46
271,400,13,2010-07-21 12:42:57,46
272,165,7,2010-07-21 13:28:05,88
273,217,1,2010-07-21 13:37:53,5
274,410,0,2010-07-21 13:41:09,219
275,399,2,2010-07-21 13:57:31,36
276,415,0,2010-07-21 14:01:32,89
277,133,0,2010-07-21 14:17:35,23
278,13,2,2010-07-21 14:25:01,59
279,405,0,2010-07-21 14:47:33,210
280,402,0,2010-07-21 15:01:32,71
281,402,0,2010-07-21 15:02:21,71
282,217,0,2010-07-21 15:08:29,13
283,349,0,2010-07-21 15:13:35,247
284,404,0,2010-07-21 15:16:07,71
285,352,2,2010-07-21 15:17:56,247
286,424,3,2010-07-21 15:23:11,13
287,346,3,2010-07-21 15:33:20,
288,113,2,2010-07-21 15:50:24,39
289,113,1,2010-07-21 15:53:08,39
290,260,0,2010-07-21 15:58:58,88
291,348,0,2010-07-21 16:09:12,24
292,135,0,2010-07-21 16:53:25,39
294,36,4,2010-07-21 17:08:26,219
295,428,0,2010-07-21 17:10:16,247
298,223,2,2010-07-21 17:23:52,215
300,437,0,2010-07-21 17:52:02,89
301,410,0,2010-07-21 19:24:05,56
302,244,0,2010-07-21 19:33:01,212
303,457,1,2010-07-21 20:07:46,90
304,461,0,2010-07-21 20:31:16,259
305,464,0,2010-07-21 20:42:35,259
306,450,0,2010-07-21 20:56:10,77
307,450,5,2010-07-21 21:20:20,88
308,464,0,2010-07-21 21:23:35,88
310,133,1,2010-07-22 00:07:38,139
311,185,0,2010-07-22 00:39:46,110
312,457,0,2010-07-22 01:19:43,
313,247,3,2010-07-22 03:23:01,13
314,262,0,2010-07-22 03:57:44,253
315,423,2,2010-07-22 05:09:53,13
316,423,0,2010-07-22 05:15:40,5
317,479,0,2010-07-22 09:04:20,210
318,461,0,2010-07-22 09:47:28,210
319,151,25,2010-07-22 09:54:23,223
320,483,0,2010-07-22 10:04:51,223
321,262,2,2010-07-22 11:02:42,214
322,411,1,2010-07-22 11:18:44,223
323,485,2,2010-07-22 11:21:23,88
324,483,0,2010-07-22 11:24:12,88
325,48,2,2010-07-22 11:30:13,223
326,490,0,2010-07-22 11:38:20,88
327,492,0,2010-07-22 11:45:24,88
328,490,0,2010-07-22 11:58:08,223
329,498,1,2010-07-22 11:59:44,62
330,498,0,2010-07-22 12:05:58,190
331,498,1,2010-07-22 12:12:06,190
332,503,0,2010-07-22 12:33:19,62
333,168,1,2010-07-22 12:38:01,223
334,460,0,2010-07-22 13:16:30,223
335,151,13,2010-07-22 13:19:20,81
336,498,2,2010-07-22 13:38:33,
337,423,0,2010-07-22 13:58:03,190
338,423,25,2010-07-22 14:22:11,5
339,411,1,2010-07-22 14:50:34,89
340,328,0,2010-07-22 15:06:12,229
341,36,4,2010-07-22 16:08:37,270
342,461,0,2010-07-22 16:09:04,71
343,155,6,2010-07-22 16:13:35,88
344,517,6,2010-07-22 16:25:36,
345,11,0,2010-07-22 16:26:29,88
346,517,0,2010-07-22 16:49:10,190
347,520,0,2010-07-22 17:06:47,190
348,411,0,2010-07-22 17:11:20,89
349,479,1,2010-07-22 17:11:24,270
350,26,21,2010-07-22 17:36:12,247
352,26,2,2010-07-22 18:13:11,
353,113,0,2010-07-22 18:14:49,223
354,452,0,2010-07-22 18:21:09,223
355,498,1,2010-07-22 18:22:12,74
356,520,0,2010-07-22 18:29:15,247
358,519,0,2010-07-22 19:10:45,77
359,498,0,2010-07-22 19:51:37,62
360,26,0,2010-07-22 20:23:56,35
361,494,0,2010-07-22 23:15:41,159
362,155,4,2010-07-23 01:54:10,5
364,532,0,2010-07-23 06:43:46,223
365,532,0,2010-07-23 06:47:22,223
367,494,0,2010-07-23 08:17:51,88
370,501,0,2010-07-23 09:50:30,159
371,534,12,2010-07-23 09:54:58,229
372,452,0,2010-07-23 10:09:35,215
373,486,2,2010-07-23 10:37:02,266
374,541,0,2010-07-23 10:43:29,266
375,518,0,2010-07-23 11:31:31,166
376,520,0,2010-07-23 11:32:09,166
377,520,0,2010-07-23 11:34:05,190
378,26,7,2010-07-23 12:05:21,247
382,519,1,2010-07-23 13:32:48,270
383,501,0,2010-07-23 13:41:29,88
384,486,0,2010-07-23 13:48:15,88
385,541,0,2010-07-23 13:56:36,88
387,555,2,2010-07-23 15:29:16,223
388,541,0,2010-07-23 15:29:27,174
390,455,9,2010-07-23 15:48:25,174
391,557,0,2010-07-23 15:50:47,
392,557,1,2010-07-23 15:56:32,174
393,556,6,2010-07-23 16:06:37,174
394,557,2,2010-07-23 16:30:00,215
395,565,0,2010-07-23 17:03:23,5
396,566,3,2010-07-23 17:10:02,88
397,470,6,2010-07-23 17:13:42,5
398,411,0,2010-07-23 17:23:48,89
399,26,1,2010-07-23 17:32:09,35
400,566,3,2010-07-23 17:42:07,5
401,563,3,2010-07-23 17:59:06,88
402,534,1,2010-07-23 18:30:50,260
404,563,1,2010-07-23 19:50:07,
406,563,0,2010-07-23 20:52:00,196
407,529,0,2010-07-23 20:58:13,114
408,529,0,2010-07-23 21:04:24,
412,579,0,2010-07-23 21:36:49,196
413,121,0,2010-07-23 21:40:12,223
414,118,1,2010-07-23 21:44:37,223
415,311,1,2010-07-23 21:56:20,223
416,532,0,2010-07-23 22:00:48,223
417,579,1,2010-07-23 22:13:56,88
419,121,14,2010-07-23 23:59:23,7
420,470,0,2010-07-24 00:07:57,7
421,581,0,2010-07-24 00:40:50,240
422,579,0,2010-07-24 01:47:58,159
423,121,1,2010-07-24 02:55:02,61
424,574,0,2010-07-24 04:50:42,190
425,588,1,2010-07-24 05:00:00,190
427,121,1,2010-07-24 06:01:42,223
428,118,0,2010-07-24 06:08:14,223
429,527,0,2010-07-24 06:41:14,223
430,566,1,2010-07-24 06:46:49,223
431,529,1,2010-07-24 07:44:03,196
432,579,0,2010-07-24 08:03:12,88
433,579,0,2010-07-24 08:13:15,88
434,587,0,2010-07-24 08:23:58,88
436,574,0,2010-07-24 08:44:37,88
437,585,0,2010-07-24 09:04:44,88
438,590,0,2010-07-24 09:09:35,190
439,121,11,2010-07-24 09:10:00,61
441,573,0,2010-07-24 09:24:27,200
442,573,0,2010-07-24 09:40:23,190
444,587,1,2010-07-24 11:01:35,251
445,93,4,2010-07-24 11:01:43,223
446,529,0,2010-07-24 12:16:03,
447,590,0,2010-07-24 12:27:31,
448,587,3,2010-07-24 12:42:31,159
449,512,0,2010-07-24 17:10:43,210
450,588,0,2010-07-24 19:08:38,61
451,587,0,2010-07-24 20:10:12,88
453,603,0,2010-07-24 23:09:02,88
454,605,0,2010-07-24 23:29:48,88
455,604,0,2010-07-25 01:37:03,
457,603,1,2010-07-25 02:40:53,30
458,13,3,2010-07-25 02:58:55,30
459,587,0,2010-07-25 03:18:18,196
460,593,0,2010-07-25 04:29:21,196
461,501,1,2010-07-25 04:42:10,159
462,411,0,2010-07-25 06:38:39,223
463,604,1,2010-07-25 07:37:44,223
464,596,1,2010-07-25 07:40:01,223
465,594,0,2010-07-25 07:41:33,223
466,534,6,2010-07-25 07:48:30,223
467,244,0,2010-07-25 07:51:32,223
468,501,0,2010-07-25 08:08:08,88
469,603,0,2010-07-25 08:22:10,88
470,604,0,2010-07-25 08:36:42,88
471,590,0,2010-07-25 09:04:57,159
473,512,1,2010-07-25 09:15:25,159
474,50,2,2010-07-25 11:10:57,223
475,47,0,2010-07-25 11:24:42,223
476,194,0,2010-07-25 11:29:52,223
477,242,1,2010-07-25 11:38:04,223
478,242,0,2010-07-25 11:41:11,223
479,608,0,2010-07-25 12:31:16,88
481,614,3,2010-07-25 15:02:22,88
482,614,0,2010-07-25 15:08:59,88
483,614,0,2010-07-25 15:25:40,5
484,185,0,2010-07-25 18:41:18,74
485,615,1,2010-07-25 19:18:23,144
486,613,0,2010-07-25 19:29:14,90
487,611,0,2010-07-25 19:39:03,
488,611,2,2010-07-25 19:56:22,223
492,26,3,2010-07-25 20:07:35,223
493,50,2,2010-07-25 20:10:04,223
494,2,1,2010-07-25 20:13:20,223
495,206,2,2010-07-25 20:15:33,223
496,109,3,2010-07-25 20:20:36,223
497,244,0,2010-07-25 20:26:16,13
498,603,0,2010-07-25 20:57:47,30
499,615,0,2010-07-25 22:56:50,88
500,615,0,2010-07-25 23:19:04,88
502,596,0,2010-07-25 23:45:52,88
503,566,0,2010-07-26 00:03:50,88
504,596,0,2010-07-26 00:25:00,240
505,608,0,2010-07-26 05:50:33,196
506,566,1,2010-07-26 06:46:28,223
507,457,1,2010-07-26 07:41:27,90
508,566,1,2010-07-26 07:46:15,88
509,608,0,2010-07-26 07:53:50,88
510,570,0,2010-07-26 09:10:42,87
511,608,0,2010-07-26 09:45:12,88
512,625,0,2010-07-26 12:30:56,59
513,600,1,2010-07-26 13:31:30,89
514,609,0,2010-07-26 13:37:04,89
515,411,0,2010-07-26 13:39:31,89
517,25,0,2010-07-26 14:54:10,5
518,614,0,2010-07-26 15:32:04,107
519,614,0,2010-07-26 15:32:58,107
520,614,0,2010-07-26 15:36:44,5
522,93,0,2010-07-26 15:37:59,107
527,581,1,2010-07-26 16:05:22,99
528,632,0,2010-07-26 16:45:07,88
529,632,0,2010-07-26 17:09:48,223
530,567,0,2010-07-26 17:42:34,77
531,608,0,2010-07-26 18:04:31,196
532,636,1,2010-07-26 18:14:28,190
533,636,0,2010-07-26 18:16:06,5
534,635,0,2010-07-26 18:24:35,223
535,636,0,2010-07-26 18:25:43,88
536,636,0,2010-07-26 18:26:52,5
537,625,1,2010-07-26 18:37:01,74
538,26,6,2010-07-26 18:52:44,190
539,50,5,2010-07-26 18:55:12,190
540,609,0,2010-07-26 18:55:17,89
541,130,0,2010-07-26 18:55:47,5
542,641,0,2010-07-26 19:25:49,5
544,645,0,2010-07-26 19:36:21,5
545,650,0,2010-07-26 19:37:03,302
547,652,7,2010-07-26 19:40:56,5
549,652,3,2010-07-26 19:41:32,5
550,652,1,2010-07-26 19:46:47,5
551,650,0,2010-07-26 19:47:31,9426
552,652,0,2010-07-26 19:49:24,9426
553,647,0,2010-07-26 19:50:17,88
554,650,0,2010-07-26 19:50:23,190
555,648,0,2010-07-26 19:52:46,88
556,655,1,2010-07-26 19:53:40,9426
558,652,0,2010-07-26 19:54:21,5
559,652,0,2010-07-26 19:54:54,190
560,648,2,2010-07-26 19:55:09,223
562,643,0,2010-07-26 19:57:08,88
565,648,1,2010-07-26 20:01:14,223
566,658,0,2010-07-26 20:02:15,223
567,652,0,2010-07-26 20:03:09,223
568,656,3,2010-07-26 20:06:32,5
569,660,0,2010-07-26 20:08:17,68
570,648,0,2010-07-26 20:09:41,88
571,652,0,2010-07-26 20:10:14,9426
572,658,1,2010-07-26 20:12:30,88
573,652,0,2010-07-26 20:17:54,190
574,600,0,2010-07-26 20:18:19,30
575,641,0,2010-07-26 20:21:15,302
577,165,0,2010-07-26 20:22:54,5
579,660,0,2010-07-26 20:27:15,
581,672,4,2010-07-26 20:34:14,5
583,658,0,2010-07-26 20:47:47,223
589,262,3,2010-07-26 21:20:59,8
590,652,0,2010-07-26 21:23:14,5
592,667,1,2010-07-26 21:24:35,327
593,673,0,2010-07-26 21:25:04,327
594,652,0,2010-07-26 21:29:12,223
595,652,0,2010-07-26 21:33:06,5
597,675,0,2010-07-26 21:34:19,327
598,651,0,2010-07-26 21:35:13,71
599,673,1,2010-07-26 21:39:17,25
600,667,2,2010-07-26 21:42:34,88
601,685,0,2010-07-26 21:44:31,
602,685,0,2010-07-26 21:51:18,327
603,479,0,2010-07-26 21:53:17,259
604,685,1,2010-07-26 22:08:47,88
605,687,0,2010-07-26 22:10:48,88
607,685,0,2010-07-26 22:20:56,
610,13,1,2010-07-26 22:56:40,74
612,194,0,2010-07-27 00:09:31,175
613,675,0,2010-07-27 00:10:53,89
615,349,0,2010-07-27 00:23:15,196
616,570,0,2010-07-27 00:49:44,251
617,702,1,2010-07-27 01:07:20,72
618,702,0,2010-07-27 01:17:13,
619,612,0,2010-07-27 04:00:46,196
620,712,6,2010-07-27 04:42:39,190
621,495,2,2010-07-27 06:12:47,339
623,732,12,2010-07-27 07:18:30,251
624,675,0,2010-07-27 07:21:49,223
625,242,0,2010-07-27 07:46:32,199
626,744,13,2010-07-27 08:48:41,223
627,705,0,2010-07-27 08:52:31,251
628,612,0,2010-07-27 08:54:56,144
629,675,7,2010-07-27 09:14:39,434
630,686,0,2010-07-27 09:40:01,183
631,749,1,2010-07-27 09:51:43,88
632,734,1,2010-07-27 09:52:30,438
634,734,0,2010-07-27 10:13:30,88
636,705,0,2010-07-27 10:54:50,
637,759,0,2010-07-27 11:04:27,223
638,759,0,2010-07-27 11:16:21,88
640,748,29,2010-07-27 11:20:02,88
642,741,0,2010-07-27 12:03:40,72
643,693,3,2010-07-27 12:16:21,81
644,337,0,2010-07-27 12:17:57,3807
645,337,1,2010-07-27 12:32:45,88
646,695,1,2010-07-27 12:35:16,247
647,768,0,2010-07-27 12:49:35,327
648,769,3,2010-07-27 12:56:46,88
649,618,0,2010-07-27 12:57:59,270
650,674,0,2010-07-27 12:59:24,327
652,579,0,2010-07-27 13:30:26,159
653,769,4,2010-07-27 13:36:13,334
654,769,1,2010-07-27 13:37:37,5
655,769,0,2010-07-27 13:40:46,5
656,252,0,2010-07-27 13:41:47,22
657,780,2,2010-07-27 13:59:54,5
658,772,0,2010-07-27 14:02:33,445
660,744,6,2010-07-27 14:17:30,5
661,790,1,2010-07-27 14:52:37,223
662,790,0,2010-07-27 14:53:37,5
664,349,0,2010-07-27 14:58:50,247
665,47,0,2010-07-27 14:59:00,22
666,790,0,2010-07-27 15:03:53,81
667,704,1,2010-07-27 15:08:20,247
668,428,2,2010-07-27 15:10:34,247
669,1,4,2010-07-27 15:22:18,8
670,801,0,2010-07-27 15:34:03,476
671,794,0,2010-07-27 15:39:02,223
672,799,2,2010-07-27 15:40:33,196
674,804,3,2010-07-27 15:45:32,442
675,720,1,2010-07-27 15:46:34,266
676,486,3,2010-07-27 15:52:13,266
677,779,0,2010-07-27 15:57:43,442
678,779,0,2010-07-27 16:11:46,
679,660,0,2010-07-27 16:11:57,292
680,677,0,2010-07-27 16:12:31,292
681,750,13,2010-07-27 16:15:40,442
682,811,0,2010-07-27 16:22:37,223
683,799,0,2010-07-27 16:22:39,447
684,779,0,2010-07-27 16:27:57,442
685,815,0,2010-07-27 16:35:39,88
686,779,1,2010-07-27 16:42:43,
687,787,0,2010-07-27 16:43:12,5
688,252,0,2010-07-27 16:47:41,334
689,307,3,2010-07-27 16:52:10,442
690,783,0,2010-07-27 17:10:56,223
691,825,1,2010-07-27 17:11:36,5
692,820,0,2010-07-27 17:12:21,488
693,827,0,2010-07-27 17:12:51,334
694,825,1,2010-07-27 17:13:41,334
695,828,0,2010-07-27 17:14:16,5
696,828,0,2010-07-27 17:15:55,334
697,828,0,2010-07-27 17:16:37,5
698,825,0,2010-07-27 17:18:46,88
699,827,0,2010-07-27 17:18:53,5
700,825,0,2010-07-27 17:20:58,5
701,822,0,2010-07-27 17:22:33,488
702,827,0,2010-07-27 17:27:49,480
703,830,4,2010-07-27 17:42:14,334
704,658,0,2010-07-27 17:46:38,62
705,744,3,2010-07-27 17:59:21,59
706,658,0,2010-07-27 18:05:10,88
707,658,0,2010-07-27 18:11:05,62
708,834,3,2010-07-27 18:14:03,
709,658,0,2010-07-27 18:19:06,88
710,834,2,2010-07-27 18:22:29,88
711,827,0,2010-07-27 18:25:39,88
712,754,0,2010-07-27 18:31:32,223
713,478,5,2010-07-27 18:36:31,339
714,842,1,2010-07-27 18:45:28,5
716,709,0,2010-07-27 19:09:24,401
717,847,3,2010-07-27 19:24:25,88
718,846,0,2010-07-27 19:34:49,88
719,806,3,2010-07-27 20:13:18,88
720,744,1,2010-07-27 20:21:49,223
721,680,0,2010-07-27 20:24:17,9426
722,731,0,2010-07-27 20:24:58,9426
723,680,0,2010-07-27 20:54:37,74
724,845,4,2010-07-27 22:08:42,279
725,349,0,2010-07-27 22:17:59,54
726,850,0,2010-07-27 23:03:52,501
727,858,0,2010-07-27 23:06:16,501
728,734,0,2010-07-27 23:22:51,130
729,845,0,2010-07-27 23:41:17,8
730,845,0,2010-07-28 00:08:09,30
731,845,1,2010-07-28 00:09:12,8
732,841,2,2010-07-28 00:11:01,196
733,834,1,2010-07-28 00:16:29,196
735,674,0,2010-07-28 01:06:13,
736,815,0,2010-07-28 02:10:27,368
737,868,0,2010-07-28 03:15:57,9426
738,869,0,2010-07-28 04:22:26,9426
739,705,0,2010-07-28 04:35:31,251
740,870,0,2010-07-28 05:54:26,223
741,866,0,2010-07-28 05:59:31,223
742,870,0,2010-07-28 06:11:26,223
743,870,0,2010-07-28 06:15:01,223
744,858,1,2010-07-28 09:23:10,88
745,497,0,2010-07-28 09:27:17,88
747,835,0,2010-07-28 09:35:29,223
748,497,0,2010-07-28 09:36:32,190
749,252,0,2010-07-28 10:00:28,81
750,789,1,2010-07-28 11:00:41,107
751,880,0,2010-07-28 11:15:17,88
752,880,0,2010-07-28 11:26:47,223
753,887,0,2010-07-28 12:06:44,
755,886,2,2010-07-28 12:19:52,223
756,890,0,2010-07-28 12:44:10,88
759,886,0,2010-07-28 13:13:32,
760,886,0,2010-07-28 13:20:05,223
761,893,0,2010-07-28 13:43:41,1356
762,894,7,2010-07-28 14:29:49,25
764,899,0,2010-07-28 14:37:00,8
765,908,0,2010-07-28 15:21:55,223
766,902,0,2010-07-28 15:37:02,5
767,908,1,2010-07-28 15:37:10,88
768,908,0,2010-07-28 15:42:44,88
769,910,0,2010-07-28 15:48:18,39
770,910,1,2010-07-28 15:59:39,
771,779,0,2010-07-28 16:03:13,174
772,899,0,2010-07-28 16:03:55,219
773,910,0,2010-07-28 16:07:24,88
774,909,0,2010-07-28 16:09:25,219
775,11,1,2010-07-28 16:11:35,557
776,910,0,2010-07-28 16:18:22,88
778,349,0,2010-07-28 16:43:50,247
781,894,0,2010-07-28 17:35:42,1356
782,924,0,2010-07-28 17:42:49,
783,924,0,2010-07-28 17:43:42,559
784,926,0,2010-07-28 17:49:37,
785,926,0,2010-07-28 17:52:05,287
787,926,0,2010-07-28 18:01:10,559
788,930,0,2010-07-28 18:05:47,88
789,930,0,2010-07-28 18:10:53,88
790,926,0,2010-07-28 18:14:50,287
