Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
547,173,2,2010-07-20 00:00:00,,
549,166,2,2010-07-20 00:00:00,,
550,231,2,2010-07-20 00:00:00,,
551,161,2,2010-07-20 00:00:00,,
552,156,2,2010-07-20 00:00:00,,
553,155,2,2010-07-20 00:00:00,,
554,152,2,2010-07-20 00:00:00,,
555,146,2,2010-07-20 00:00:00,,
556,229,2,2010-07-20 00:00:00,,
558,220,2,2010-07-20 00:00:00,,
559,134,2,2010-07-20 00:00:00,,
560,130,2,2010-07-20 00:00:00,,
561,128,2,2010-07-20 00:00:00,,
562,125,2,2010-07-20 00:00:00,,
563,124,2,2010-07-20 00:00:00,,
564,118,2,2010-07-20 00:00:00,,
565,217,2,2010-07-20 00:00:00,,
566,185,2,2010-07-20 00:00:00,,
567,216,2,2010-07-20 00:00:00,,
568,134,5,2010-07-20 00:00:00,138,
569,224,5,2010-07-20 00:00:00,138,
570,235,2,2010-07-20 00:00:00,,
571,216,5,2010-07-20 00:00:00,138,
572,54,2,2010-07-20 00:00:00,,
573,226,2,2010-07-20 00:00:00,,
574,200,2,2010-07-20 00:00:00,,
575,162,2,2010-07-20 00:00:00,,
576,5,2,2010-07-20 00:00:00,,
577,9,2,2010-07-20 00:00:00,,
578,22,2,2010-07-20 00:00:00,,
579,207,2,2010-07-20 00:00:00,,
580,3,5,2010-07-20 00:00:00,138,
581,224,2,2010-07-20 00:00:00,,
582,137,2,2010-07-20 00:00:00,,
583,229,2,2010-07-20 00:00:00,,
584,118,5,2010-07-20 00:00:00,196,
585,170,5,2010-07-20 00:00:00,206,
586,22,5,2010-07-20 00:00:00,206,
587,22,2,2010-07-20 00:00:00,,
588,240,2,2010-07-20 00:00:00,,
589,226,2,2010-07-20 00:00:00,,
591,196,5,2010-07-20 00:00:00,212,
592,238,2,2010-07-20 00:00:00,,
593,232,2,2010-07-20 00:00:00,,
594,47,2,2010-07-20 00:00:00,,
595,47,5,2010-07-20 00:00:00,87,
596,7,5,2010-07-20 00:00:00,212,
597,170,5,2010-07-20 00:00:00,212,
598,138,5,2010-07-20 00:00:00,212,
599,202,2,2010-07-20 00:00:00,,
600,56,2,2010-07-20 00:00:00,,
601,22,2,2010-07-20 00:00:00,,
602,22,5,2010-07-20 00:00:00,87,
603,171,2,2010-07-20 00:00:00,,
604,161,2,2010-07-20 00:00:00,,
605,3,5,2010-07-20 00:00:00,87,
607,243,2,2010-07-20 00:00:00,,
608,243,2,2010-07-20 00:00:00,,
610,138,2,2010-07-20 00:00:00,,
611,50,2,2010-07-20 00:00:00,,
612,226,2,2010-07-20 00:00:00,,
613,56,2,2010-07-20 00:00:00,,
614,242,2,2010-07-20 00:00:00,,
615,130,2,2010-07-20 00:00:00,,
616,130,5,2010-07-20 00:00:00,81,
617,216,2,2010-07-20 00:00:00,,
618,73,2,2010-07-20 00:00:00,,
619,86,2,2010-07-20 00:00:00,,
621,165,2,2010-07-20 00:00:00,,
622,165,5,2010-07-20 00:00:00,57,
623,81,2,2010-07-20 00:00:00,,
624,73,2,2010-07-20 00:00:00,,
625,139,2,2010-07-20 00:00:00,,
626,1,2,2010-07-20 00:00:00,,
627,91,2,2010-07-20 00:00:00,,
628,261,2,2010-07-20 00:00:00,,
629,257,2,2010-07-20 00:00:00,,
630,260,2,2010-07-20 00:00:00,,
631,176,2,2010-07-20 00:00:00,,
632,231,2,2010-07-20 00:00:00,,
633,130,2,2010-07-20 00:00:00,,
634,130,5,2010-07-20 00:00:00,187,
635,263,2,2010-07-20 00:00:00,,
636,256,2,2010-07-20 00:00:00,,
637,264,2,2010-07-20 00:00:00,,
638,258,2,2010-07-20 00:00:00,,
639,261,2,2010-07-20 00:00:00,,
640,262,2,2010-07-20 00:00:00,,
641,262,2,2010-07-20 00:00:00,,
642,261,2,2010-07-20 00:00:00,,
643,262,2,2010-07-20 00:00:00,,
644,257,2,2010-07-20 00:00:00,,
645,197,2,2010-07-20 00:00:00,,
646,204,2,2010-07-20 00:00:00,,
647,248,2,2010-07-20 00:00:00,,
648,196,2,2010-07-20 00:00:00,,
649,207,2,2010-07-20 00:00:00,,
650,250,2,2010-07-20 00:00:00,,
652,47,2,2010-07-20 00:00:00,,
653,85,2,2010-07-20 00:00:00,,
654,271,2,2010-07-20 00:00:00,,
655,57,2,2010-07-20 00:00:00,,
656,254,2,2010-07-20 00:00:00,,
661,32,2,2010-07-20 00:00:00,,
662,274,2,2010-07-20 00:00:00,,
663,269,2,2010-07-20 00:00:00,,
664,43,2,2010-07-20 00:00:00,,
665,275,2,2010-07-20 00:00:00,,
666,274,2,2010-07-20 00:00:00,,
667,274,2,2010-07-20 00:00:00,,
668,179,2,2010-07-20 00:00:00,,
669,222,2,2010-07-20 00:00:00,,
670,176,2,2010-07-20 00:00:00,,
671,56,2,2010-07-20 00:00:00,,
672,22,2,2010-07-20 00:00:00,,
673,22,5,2010-07-20 00:00:00,90,
674,276,2,2010-07-20 00:00:00,,
675,268,2,2010-07-20 00:00:00,,
676,279,2,2010-07-20 00:00:00,,
677,121,2,2010-07-20 00:00:00,,
678,270,2,2010-07-20 00:00:00,,
680,271,2,2010-07-20 00:00:00,,
681,190,2,2010-07-20 00:00:00,,
682,214,2,2010-07-20 00:00:00,,
683,288,2,2010-07-20 00:00:00,,
684,224,2,2010-07-20 00:00:00,,
685,224,5,2010-07-20 00:00:00,80,
686,216,2,2010-07-20 00:00:00,,
687,216,5,2010-07-20 00:00:00,80,
688,259,2,2010-07-20 00:00:00,,
689,263,2,2010-07-20 00:00:00,,
690,287,2,2010-07-20 00:00:00,,
691,244,2,2010-07-20 00:00:00,,
692,78,2,2010-07-20 00:00:00,,
693,7,2,2010-07-20 00:00:00,,
694,265,2,2010-07-20 00:00:00,,
695,18,2,2010-07-20 00:00:00,,
696,12,2,2010-07-20 00:00:00,,
697,70,2,2010-07-20 00:00:00,,
698,31,2,2010-07-20 00:00:00,,
699,252,2,2010-07-20 00:00:00,,
700,171,2,2010-07-20 00:00:00,,
701,28,2,2010-07-20 00:00:00,,
702,294,2,2010-07-20 00:00:00,,
704,290,2,2010-07-20 00:00:00,,
705,14,2,2010-07-20 00:00:00,,
706,16,2,2010-07-20 00:00:00,,
707,299,2,2010-07-20 00:00:00,,
708,237,2,2010-07-20 00:00:00,,
709,302,2,2010-07-20 00:00:00,,
710,301,2,2010-07-20 00:00:00,,
711,117,2,2010-07-20 00:00:00,,
712,242,2,2010-07-20 00:00:00,,
713,246,2,2010-07-20 00:00:00,,
714,271,1,2010-07-20 00:00:00,,
715,65,2,2010-07-20 00:00:00,,
716,22,2,2010-07-20 00:00:00,,
717,302,2,2010-07-20 00:00:00,,
718,19,2,2010-07-20 00:00:00,,
719,18,1,2010-07-20 00:00:00,,
720,42,2,2010-07-20 00:00:00,,
721,178,2,2010-07-20 00:00:00,,
722,175,5,2010-07-20 00:00:00,229,
723,290,2,2010-07-20 00:00:00,,
724,35,5,2010-07-20 00:00:00,229,
725,230,2,2010-07-20 00:00:00,,
726,151,3,2010-07-20 00:00:00,,
727,119,2,2010-07-20 00:00:00,,
728,283,2,2010-07-20 00:00:00,,
729,262,2,2010-07-20 00:00:00,,
730,57,2,2010-07-20 00:00:00,,
731,244,2,2010-07-20 00:00:00,,
732,196,2,2010-07-20 00:00:00,,
733,221,2,2010-07-20 00:00:00,,
734,163,2,2010-07-20 00:00:00,,
735,218,2,2010-07-20 00:00:00,,
